index,r,g,b,soundFreq,octave,note,noteClass,audioClass
1796,180,168,0,160.12,3,3,D#,lowMidrange,
1797,220,205,0,169.65,3,4,E,lowMidrange,
1798,255,238,5,180.92,3,5,F,lowMidrange,
1799,255,241,45,190.5,3,6,F#,lowMidrange,
1800,255,244,85,201.96,3,7,G,lowMidrange,
1801,255,246,125,213.68,3,8,G#,lowMidrange,
1802,255,249,165,226.54,3,8,G#,lowMidrange,
1803,255,252,205,240.17,3,10,A#,lowMidrange,
1804,9,20,0,254.79,3,11,B,lowMidrange,
1805,26,60,0,269.41,4,0,C,midMidrange,
1806,43,100,0,285.28,4,1,C#,midMidrange,
1807,61,140,0,302.55,4,2,D,midMidrange,
1808,78,180,0,320.38,4,3,D#,midMidrange,
1809,95,220,0,339.26,4,4,E,midMidrange,
1810,113,255,5,359.1,4,5,F,midMidrange,
1811,136,255,45,381.0,4,6,F#,midMidrange,
1812,159,255,85,403.83,4,7,G,midMidrange,
1813,181,255,125,427.45,4,8,G#,midMidrange,
1814,204,255,165,453.08,4,8,G#,midMidrange,
1815,227,255,205,480.24,4,10,A#,midMidrange,
1816,0,15,20,509.53,5,11,B,highMidrange,
1817,0,45,60,538.81,5,0,C,highMidrange,
1818,0,75,100,570.85,5,1,C#,highMidrange,
1819,0,105,140,604.79,5,2,D,highMidrange,
1820,0,135,180,640.75,5,3,D#,highMidrange,
1821,0,165,220,678.86,5,4,E,highMidrange,
1822,5,192,255,721.78,5,5,F,highMidrange,
1823,45,202,255,761.99,5,6,F#,highMidrange,
1824,85,213,255,808.23,5,7,G,highMidrange,
1825,125,222,255,855.31,5,8,G#,highMidrange,
1826,165,233,255,906.68,5,8,G#,highMidrange,
1827,205,242,255,959.48,5,10,A#,highMidrange,
1828,0,8,20,1018.55,6,11,B,lowTreble,
1829,0,23,60,1077.62,6,0,C,lowTreble,
1830,0,38,100,1141.1,6,1,C#,lowTreble,
1831,0,54,140,1210.22,6,2,D,lowTreble,
1832,0,69,180,1281.51,6,3,D#,lowTreble,
1833,0,84,220,1357.0,6,4,E,lowTreble,
1834,5,101,255,1436.4,6,5,F,lowTreble,
1835,45,125,255,1523.3,6,6,F#,lowTreble,
1836,85,150,255,1613.88,6,7,G,lowTreble,
1837,125,175,255,1710.61,6,8,G#,lowTreble,
1838,165,200,255,1813.14,6,8,G#,lowTreble,
1839,205,224,255,1920.1,6,10,A#,lowTreble,
1840,10,0,17,2038.23,7,11,B,midTreble,
1841,30,0,52,2156.36,7,0,C,midTreble,
1842,50,0,86,2283.39,7,1,C#,midTreble,
1843,70,0,120,2419.16,7,2,D,midTreble,
1844,90,0,155,2565.74,7,3,D#,midTreble,
1845,110,0,189,2716.84,7,4,E,midTreble,
1846,130,0,223,2876.9,7,5,F,midTreble,
1847,150,3,255,3056.59,7,6,F#,midTreble,
1848,164,37,255,3231.1,7,7,G,midTreble,
1849,178,71,255,3419.2,7,8,G#,midTreble,
1850,193,106,255,3629.02,7,8,G#,midTreble,
1851,207,140,255,3842.42,7,10,A#,midTreble,
1852,10,0,14,4078.93,7,11,B,midTreble,
1853,31,0,43,4315.44,8,0,C,highTreble,
1854,51,0,71,4566.78,8,1,C#,highTreble,
1855,71,0,99,4835.46,8,2,D,highTreble,
1856,92,0,128,5129.02,8,3,D#,highTreble,
1857,112,0,156,5430.83,8,4,E,highTreble,
1858,132,0,185,5753.78,8,5,F,highTreble,
1859,152,0,213,6088.59,8,6,F#,highTreble,
1860,173,0,242,6462.21,8,7,G,highTreble,
1861,187,15,255,6842.44,8,8,G#,highTreble,
1862,195,43,255,7243.65,8,9,A,highTreble,
1863,203,71,255,7668.06,8,10,A#,highTreble,
1864,97,0,0,22.48,0,5,F,lowBass,
1865,255,0,0,44.95,1,5,F,midBass,
1866,255,136,0,89.91,2,5,F,highBass,
1867,255,238,0,179.81,3,5,F,lowMidrange,
1868,111,255,0,359.61,4,5,F,midMidrange,
1869,0,191,255,719.23,5,5,F,highMidrange,
1870,0,98,255,1438.23,6,5,F,lowTreble,
1871,128,0,219,2876.9,7,5,F,midTreble,
1872,130,0,181,5753.78,8,5,F,highTreble,
1873,97,0,0,22.48,0,5,F,lowBass,
1874,255,0,0,44.95,1,5,F,midBass,
1875,255,137,0,89.8,2,5,F,highBass,
1876,255,239,0,179.7,3,5,F,lowMidrange,
1877,112,255,0,359.5,4,5,F,midMidrange,
1878,0,192,255,719.12,5,5,F,highMidrange,
1879,0,97,255,1438.34,6,5,F,lowTreble,
1880,126,0,219,2877.12,7,5,F,midTreble,
1881,131,0,181,5753.67,8,5,F,highTreble,
1882,15,0,0,16.35,0,0,C,lowBass,
1883,31,0,0,17.32,0,1,C#,lowBass,
1884,45,0,0,18.35,0,2,D,lowBass,
1885,61,0,0,19.45,0,3,D#,lowBass,
1886,76,0,0,20.6,0,4,E,lowBass,
1887,91,0,0,21.83,0,5,F,lowBass,
1888,107,0,0,23.12,0,6,F#,lowBass,
1889,121,0,0,24.5,0,7,G,lowBass,
1890,137,0,0,25.96,0,8,G#,lowBass,
1891,152,0,0,27.5,0,9,A,lowBass,
1892,167,0,0,29.14,0,10,A#,lowBass,
1893,183,0,0,30.87,0,11,B,lowBass,
1894,40,0,0,32.7,1,0,C,midBass,
1895,80,0,0,34.65,1,1,C#,midBass,
1896,120,0,0,36.71,1,2,D,midBass,
1897,160,0,0,38.89,1,3,D#,midBass,
1898,200,0,0,41.2,1,4,E,midBass,
1899,240,0,0,43.65,1,5,F,midBass,
1900,255,25,25,46.25,1,6,F#,midBass,
1901,255,65,65,49.0,1,7,G,midBass,
1902,255,105,105,55.91,1,8,G#,midBass,
1903,255,145,145,55.0,1,7,G,midBass,
1904,255,185,185,58.27,1,10,A#,midBass,
1905,255,225,225,61.74,1,11,B,midBass,
1906,40,21,0,65.41,2,0,C,highBass,
1907,80,43,0,69.3,2,1,C#,highBass,
1908,120,64,0,73.42,2,2,D,highBass,
1909,160,85,0,77.78,2,3,D#,highBass,
1910,200,107,0,82.41,2,4,E,highBass,
1911,240,128,0,87.31,2,5,F,highBass,
1912,255,148,25,92.5,2,6,F#,highBass,
1913,255,166,65,98.0,2,7,G,highBass,
1914,255,185,105,103.83,2,8,G#,highBass,
1915,255,204,145,110.0,2,8,G#,highBass,
1916,255,222,185,116.54,2,10,A#,highBass,
1917,255,241,225,123.47,2,10,A#,highBass,
1918,40,37,0,130.81,3,0,C,lowMidrange,
1919,80,75,0,138.59,3,1,C#,lowMidrange,
1920,120,112,0,146.83,3,2,D,lowMidrange,
1921,160,150,0,155.56,3,3,D#,lowMidrange,
1922,200,187,0,164.81,3,4,E,lowMidrange,
1923,240,224,0,174.61,3,5,F,lowMidrange,
1924,255,240,25,185.0,3,6,F#,lowMidrange,
1925,255,242,65,196.0,3,7,G,lowMidrange,
1926,255,245,105,207.65,3,8,G#,lowMidrange,
1927,255,248,145,220.0,3,8,G#,lowMidrange,
1928,255,250,185,233.08,3,10,A#,lowMidrange,
1929,255,253,225,246.94,3,11,B,lowMidrange,
1930,17,40,0,261.63,4,0,C,midMidrange,
1931,35,80,0,277.18,4,1,C#,midMidrange,
1932,52,120,0,293.66,4,2,D,midMidrange,
1933,69,160,0,311.13,4,3,D#,midMidrange,
1934,87,200,0,329.63,4,4,E,midMidrange,
1935,104,240,0,349.23,4,5,F,midMidrange,
1936,125,255,25,369.99,4,6,F#,midMidrange,
1937,147,255,65,392.0,4,7,G,midMidrange,
1938,170,255,105,415.3,4,8,G#,midMidrange,
1939,193,255,145,440.0,4,8,G#,midMidrange,
1940,215,255,185,466.16,4,9,A,midMidrange,
1941,238,255,225,493.88,4,10,A#,midMidrange,
1942,0,30,40,523.25,5,0,C,highMidrange,
1943,0,60,80,554.37,5,1,C#,highMidrange,
1944,0,90,120,587.33,5,2,D,highMidrange,
1945,0,120,160,622.25,5,3,D#,highMidrange,
1946,0,150,200,659.25,5,4,E,highMidrange,
1947,0,180,240,698.46,5,5,F,highMidrange,
1948,25,197,255,739.99,5,6,F#,highMidrange,
1949,65,207,255,783.99,5,7,G,highMidrange,
1950,105,217,255,830.61,5,8,G#,highMidrange,
1951,145,227,255,880.0,5,8,G#,highMidrange,
1952,185,238,255,932.33,5,10,A#,highMidrange,
1953,225,247,255,987.77,5,11,B,highMidrange,
1954,0,15,40,1046.5,6,0,C,lowTreble,
1955,0,31,80,1108.73,6,1,C#,lowTreble,
1956,0,46,120,1174.66,6,2,D,lowTreble,
1957,0,61,160,1244.51,6,3,D#,lowTreble,
1958,0,77,200,1318.51,6,4,E,lowTreble,
1959,0,92,240,1396.91,6,5,F,lowTreble,
1960,25,113,255,1479.98,6,6,F#,lowTreble,
1961,65,138,255,1567.98,6,7,G,lowTreble,
1962,105,163,255,1661.22,6,8,G#,lowTreble,
1963,145,187,255,1760.0,6,8,G#,lowTreble,
1964,185,212,255,1864.66,6,10,A#,lowTreble,
1965,225,236,255,1975.53,6,11,B,lowTreble,
1966,20,0,34,2093.0,7,0,C,midTreble,
1967,40,0,69,2217.46,7,1,C#,midTreble,
1968,60,0,103,2349.32,7,2,D,midTreble,
1969,80,0,137,2489.0,7,3,D#,midTreble,
1970,100,0,171,2637.0,7,4,E,midTreble,
1971,120,0,206,2793.83,7,5,F,midTreble,
1972,140,0,240,2959.96,7,6,F#,midTreble,
1973,157,19,255,3135.96,7,7,G,midTreble,
1974,171,54,255,3322.44,7,8,G#,midTreble,
1975,186,88,255,3520.0,7,8,G#,midTreble,
1976,200,122,255,3729.31,7,10,A#,midTreble,
1977,214,157,255,3951.0,7,11,B,midTreble,
1978,20,0,28,4186.0,8,0,C,highTreble,
1979,41,0,57,4434.92,8,1,C#,highTreble,
1980,61,0,85,4698.63,8,2,D,highTreble,
1981,81,0,114,4978.0,8,3,D#,highTreble,
1982,102,0,142,5274.0,8,4,E,highTreble,
1983,122,0,170,5587.65,8,4,E,highTreble,
1984,143,0,199,5919.91,8,6,F#,highTreble,
1985,163,0,227,6271.93,8,7,G,highTreble,
1986,183,1,255,6644.88,8,8,G#,highTreble,
1987,191,29,255,7040.0,8,9,A,highTreble,
1988,199,58,255,7458.62,8,10,A#,highTreble,
1989,207,86,255,7902.13,8,11,B,highTreble,
1990,23,0,0,16.84,0,0,C,lowBass,
1991,38,0,0,17.84,0,1,C#,lowBass,
1992,54,0,0,18.97,0,2,D,lowBass,
1993,68,0,0,19.99,0,3,D#,lowBass,
1994,84,0,0,21.26,0,4,E,lowBass,
1995,99,0,0,22.48,0,5,F,lowBass,
1996,114,0,0,23.81,0,6,F#,lowBass,
1997,129,0,0,25.23,0,7,G,lowBass,
1998,144,0,0,26.68,0,8,G#,lowBass,
1999,160,0,0,28.37,0,9,A,lowBass,
2000,175,0,0,30.01,0,10,A#,lowBass,
2001,20,0,0,31.79,0,11,B,lowBass,
2002,60,0,0,33.68,1,0,C,midBass,
2003,100,0,0,35.68,1,1,C#,midBass,
2004,140,0,0,37.8,1,2,D,midBass,
2005,180,0,0,40.05,1,3,D#,midBass,
2006,220,0,0,42.43,1,4,E,midBass,
2007,255,5,5,44.65,1,5,F,midBass,
2008,255,45,45,47.63,1,6,F#,midBass,
2009,255,85,85,52.46,1,7,G,midBass,
2010,255,125,125,55.46,1,7,G,midBass,
2011,255,165,165,56.64,1,8,G#,midBass,
2012,255,205,205,60.01,1,10,A#,midBass,
2013,20,11,0,63.68,1,11,B,midBass,
2014,60,32,0,67.36,2,0,C,highBass,
2015,100,53,0,71.33,2,1,C#,highBass,
2016,140,75,0,75.64,2,2,D,highBass,
2017,180,96,0,80.1,2,3,D#,highBass,
2018,220,117,0,84.82,2,4,E,highBass,
2019,255,138,5,89.91,2,5,F,highBass,
2020,255,157,45,95.25,2,6,F#,highBass,
2021,255,176,85,100.96,2,7,G,highBass,
2022,255,194,125,106.86,2,8,G#,highBass,
2023,255,213,165,113.27,2,8,G#,highBass,
2024,255,232,205,120.06,2,10,A#,highBass,
2025,20,19,0,127.38,2,11,B,highBass,
2026,60,56,0,134.7,3,0,C,lowMidrange,
2027,100,93,0,142.66,3,1,C#,lowMidrange,
2028,140,131,0,151.2,3,2,D,lowMidrange,
2029,180,168,0,160.12,3,3,D#,lowMidrange,
2030,220,205,0,169.65,3,4,E,lowMidrange,
2031,255,238,5,180.92,3,5,F,lowMidrange,
2032,255,241,45,190.5,3,6,F#,lowMidrange,
2033,255,244,85,201.96,3,7,G,lowMidrange,
2034,255,246,125,213.68,3,8,G#,lowMidrange,
2035,255,249,165,226.54,3,8,G#,lowMidrange,
2036,255,252,205,240.17,3,10,A#,lowMidrange,
2037,9,20,0,254.79,3,11,B,lowMidrange,
2038,26,60,0,269.41,4,0,C,midMidrange,
2039,43,100,0,285.28,4,1,C#,midMidrange,
2040,61,140,0,302.55,4,2,D,midMidrange,
2041,78,180,0,320.38,4,3,D#,midMidrange,
2042,95,220,0,339.26,4,4,E,midMidrange,
2043,113,255,5,359.1,4,5,F,midMidrange,
2044,136,255,45,381.0,4,6,F#,midMidrange,
2045,159,255,85,403.83,4,7,G,midMidrange,
2046,181,255,125,427.45,4,8,G#,midMidrange,
2047,204,255,165,453.08,4,8,G#,midMidrange,
2048,227,255,205,480.24,4,10,A#,midMidrange,
2049,0,15,20,509.53,5,11,B,highMidrange,
2050,0,45,60,538.81,5,0,C,highMidrange,
2051,0,75,100,570.85,5,1,C#,highMidrange,
2052,0,105,140,604.79,5,2,D,highMidrange,
2053,0,135,180,640.75,5,3,D#,highMidrange,
2054,0,165,220,678.86,5,4,E,highMidrange,
2055,5,192,255,721.78,5,5,F,highMidrange,
2056,45,202,255,761.99,5,6,F#,highMidrange,
2057,85,213,255,808.23,5,7,G,highMidrange,
2058,125,222,255,855.31,5,8,G#,highMidrange,
2059,165,233,255,906.68,5,8,G#,highMidrange,
2060,205,242,255,959.48,5,10,A#,highMidrange,
2061,0,8,20,1018.55,6,11,B,lowTreble,
2062,0,23,60,1077.62,6,0,C,lowTreble,
2063,0,38,100,1141.1,6,1,C#,lowTreble,
2064,0,54,140,1210.22,6,2,D,lowTreble,
2065,0,69,180,1281.51,6,3,D#,lowTreble,
2066,0,84,220,1357.0,6,4,E,lowTreble,
2067,5,101,255,1436.4,6,5,F,lowTreble,
2068,45,125,255,1523.3,6,6,F#,lowTreble,
2069,85,150,255,1613.88,6,7,G,lowTreble,
2070,125,175,255,1710.61,6,8,G#,lowTreble,
2071,165,200,255,1813.14,6,8,G#,lowTreble,
2072,205,224,255,1920.1,6,10,A#,lowTreble,
2073,10,0,17,2038.23,7,11,B,midTreble,
2074,30,0,52,2156.36,7,0,C,midTreble,
2075,50,0,86,2283.39,7,1,C#,midTreble,
2076,70,0,120,2419.16,7,2,D,midTreble,
2077,90,0,155,2565.74,7,3,D#,midTreble,
2078,110,0,189,2716.84,7,4,E,midTreble,
2079,130,0,223,2876.9,7,5,F,midTreble,
2080,150,3,255,3056.59,7,6,F#,midTreble,
2081,164,37,255,3231.1,7,7,G,midTreble,
2082,178,71,255,3419.2,7,8,G#,midTreble,
2083,193,106,255,3629.02,7,8,G#,midTreble,
2084,207,140,255,3842.42,7,10,A#,midTreble,
2085,10,0,14,4078.93,7,11,B,midTreble,
2086,31,0,43,4315.44,8,0,C,highTreble,
2087,51,0,71,4566.78,8,1,C#,highTreble,
2088,71,0,99,4835.46,8,2,D,highTreble,
2089,92,0,128,5129.02,8,3,D#,highTreble,
2090,112,0,156,5430.83,8,4,E,highTreble,
2091,132,0,185,5753.78,8,5,F,highTreble,
2092,152,0,213,6088.59,8,6,F#,highTreble,
2093,173,0,242,6462.21,8,7,G,highTreble,
2094,187,15,255,6842.44,8,8,G#,highTreble,
2095,195,43,255,7243.65,8,9,A,highTreble,
2096,203,71,255,7668.06,8,10,A#,highTreble,
2097,97,0,0,22.48,0,5,F,lowBass,
2098,255,0,0,44.95,1,5,F,midBass,
2099,255,136,0,89.91,2,5,F,highBass,
2100,255,238,0,179.81,3,5,F,lowMidrange,
2101,111,255,0,359.61,4,5,F,midMidrange,
2102,0,191,255,719.23,5,5,F,highMidrange,
2103,0,98,255,1438.23,6,5,F,lowTreble,
2104,128,0,219,2876.9,7,5,F,midTreble,
2105,130,0,181,5753.78,8,5,F,highTreble,
2106,97,0,0,22.48,0,5,F,lowBass,
2107,255,0,0,44.95,1,5,F,midBass,
2108,255,137,0,89.8,2,5,F,highBass,
2109,255,239,0,179.7,3,5,F,lowMidrange,
2110,112,255,0,359.5,4,5,F,midMidrange,
2111,0,192,255,719.12,5,5,F,highMidrange,
2112,0,97,255,1438.34,6,5,F,lowTreble,
2113,126,0,219,2877.12,7,5,F,midTreble,
2114,131,0,181,5753.67,8,5,F,highTreble,
2115,15,0,0,16.35,0,0,C,lowBass,
2116,31,0,0,17.32,0,1,C#,lowBass,
2117,45,0,0,18.35,0,2,D,lowBass,
2118,61,0,0,19.45,0,3,D#,lowBass,
2119,76,0,0,20.6,0,4,E,lowBass,
2120,91,0,0,21.83,0,5,F,lowBass,
2121,107,0,0,23.12,0,6,F#,lowBass,
2122,121,0,0,24.5,0,7,G,lowBass,
2123,137,0,0,25.96,0,8,G#,lowBass,
2124,152,0,0,27.5,0,9,A,lowBass,
2125,167,0,0,29.14,0,10,A#,lowBass,
2126,183,0,0,30.87,0,11,B,lowBass,
2127,40,0,0,32.7,1,0,C,midBass,
2128,80,0,0,34.65,1,1,C#,midBass,
2129,120,0,0,36.71,1,2,D,midBass,
2130,160,0,0,38.89,1,3,D#,midBass,
2131,200,0,0,41.2,1,4,E,midBass,
2132,240,0,0,43.65,1,5,F,midBass,
2133,255,25,25,46.25,1,6,F#,midBass,
2134,255,65,65,49.0,1,7,G,midBass,
2135,255,105,105,55.91,1,8,G#,midBass,
2136,255,145,145,55.0,1,7,G,midBass,
2137,255,185,185,58.27,1,10,A#,midBass,
2138,255,225,225,61.74,1,11,B,midBass,
2139,40,21,0,65.41,2,0,C,highBass,
2140,80,43,0,69.3,2,1,C#,highBass,
2141,120,64,0,73.42,2,2,D,highBass,
2142,160,85,0,77.78,2,3,D#,highBass,
2143,200,107,0,82.41,2,4,E,highBass,
2144,240,128,0,87.31,2,5,F,highBass,
2145,255,148,25,92.5,2,6,F#,highBass,
2146,255,166,65,98.0,2,7,G,highBass,
2147,255,185,105,103.83,2,8,G#,highBass,
2148,255,204,145,110.0,2,8,G#,highBass,
2149,255,222,185,116.54,2,10,A#,highBass,
2150,255,241,225,123.47,2,10,A#,highBass,
2151,40,37,0,130.81,3,0,C,lowMidrange,
2152,80,75,0,138.59,3,1,C#,lowMidrange,
2153,120,112,0,146.83,3,2,D,lowMidrange,
2154,160,150,0,155.56,3,3,D#,lowMidrange,
2155,200,187,0,164.81,3,4,E,lowMidrange,
2156,240,224,0,174.61,3,5,F,lowMidrange,
2157,255,240,25,185.0,3,6,F#,lowMidrange,
2158,255,242,65,196.0,3,7,G,lowMidrange,
2159,255,245,105,207.65,3,8,G#,lowMidrange,
2160,255,248,145,220.0,3,8,G#,lowMidrange,
2161,255,250,185,233.08,3,10,A#,lowMidrange,
2162,255,253,225,246.94,3,11,B,lowMidrange,
2163,17,40,0,261.63,4,0,C,midMidrange,
2164,35,80,0,277.18,4,1,C#,midMidrange,
2165,52,120,0,293.66,4,2,D,midMidrange,
2166,69,160,0,311.13,4,3,D#,midMidrange,
2167,87,200,0,329.63,4,4,E,midMidrange,
2168,104,240,0,349.23,4,5,F,midMidrange,
2169,125,255,25,369.99,4,6,F#,midMidrange,
2170,147,255,65,392.0,4,7,G,midMidrange,
2171,170,255,105,415.3,4,8,G#,midMidrange,
2172,193,255,145,440.0,4,8,G#,midMidrange,
2173,215,255,185,466.16,4,9,A,midMidrange,
2174,238,255,225,493.88,4,10,A#,midMidrange,
2175,0,30,40,523.25,5,0,C,highMidrange,
2176,0,60,80,554.37,5,1,C#,highMidrange,
2177,0,90,120,587.33,5,2,D,highMidrange,
2178,0,120,160,622.25,5,3,D#,highMidrange,
2179,0,150,200,659.25,5,4,E,highMidrange,
2180,0,180,240,698.46,5,5,F,highMidrange,
2181,25,197,255,739.99,5,6,F#,highMidrange,
2182,65,207,255,783.99,5,7,G,highMidrange,
2183,105,217,255,830.61,5,8,G#,highMidrange,
2184,145,227,255,880.0,5,8,G#,highMidrange,
2185,185,238,255,932.33,5,10,A#,highMidrange,
2186,225,247,255,987.77,5,11,B,highMidrange,
2187,0,15,40,1046.5,6,0,C,lowTreble,
2188,0,31,80,1108.73,6,1,C#,lowTreble,
2189,0,46,120,1174.66,6,2,D,lowTreble,
2190,0,61,160,1244.51,6,3,D#,lowTreble,
2191,0,77,200,1318.51,6,4,E,lowTreble,
2192,0,92,240,1396.91,6,5,F,lowTreble,
2193,25,113,255,1479.98,6,6,F#,lowTreble,
2194,65,138,255,1567.98,6,7,G,lowTreble,
2195,105,163,255,1661.22,6,8,G#,lowTreble,
2196,145,187,255,1760.0,6,8,G#,lowTreble,
2197,185,212,255,1864.66,6,10,A#,lowTreble,
2198,225,236,255,1975.53,6,11,B,lowTreble,
2199,20,0,34,2093.0,7,0,C,midTreble,
2200,40,0,69,2217.46,7,1,C#,midTreble,
2201,60,0,103,2349.32,7,2,D,midTreble,
2202,80,0,137,2489.0,7,3,D#,midTreble,
2203,100,0,171,2637.0,7,4,E,midTreble,
2204,120,0,206,2793.83,7,5,F,midTreble,
2205,140,0,240,2959.96,7,6,F#,midTreble,
2206,157,19,255,3135.96,7,7,G,midTreble,
2207,171,54,255,3322.44,7,8,G#,midTreble,
2208,186,88,255,3520.0,7,8,G#,midTreble,
2209,200,122,255,3729.31,7,10,A#,midTreble,
2210,214,157,255,3951.0,7,11,B,midTreble,
2211,20,0,28,4186.0,8,0,C,highTreble,
2212,41,0,57,4434.92,8,1,C#,highTreble,
2213,61,0,85,4698.63,8,2,D,highTreble,
2214,81,0,114,4978.0,8,3,D#,highTreble,
2215,102,0,142,5274.0,8,4,E,highTreble,
2216,122,0,170,5587.65,8,4,E,highTreble,
2217,143,0,199,5919.91,8,6,F#,highTreble,
2218,163,0,227,6271.93,8,7,G,highTreble,
2219,183,1,255,6644.88,8,8,G#,highTreble,
2220,191,29,255,7040.0,8,9,A,highTreble,
2221,199,58,255,7458.62,8,10,A#,highTreble,
2222,207,86,255,7902.13,8,11,B,highTreble,
2223,23,0,0,16.84,0,0,C,lowBass,
2224,38,0,0,17.84,0,1,C#,lowBass,
2225,54,0,0,18.97,0,2,D,lowBass,
2226,68,0,0,19.99,0,3,D#,lowBass,
2227,84,0,0,21.26,0,4,E,lowBass,
2228,99,0,0,22.48,0,5,F,lowBass,
2229,114,0,0,23.81,0,6,F#,lowBass,
2230,129,0,0,25.23,0,7,G,lowBass,
2231,144,0,0,26.68,0,8,G#,lowBass,
2232,160,0,0,28.37,0,9,A,lowBass,
2233,175,0,0,30.01,0,10,A#,lowBass,
2234,20,0,0,31.79,0,11,B,lowBass,
2235,60,0,0,33.68,1,0,C,midBass,
2236,100,0,0,35.68,1,1,C#,midBass,
2237,140,0,0,37.8,1,2,D,midBass,
2238,180,0,0,40.05,1,3,D#,midBass,
2239,220,0,0,42.43,1,4,E,midBass,
2240,255,5,5,44.65,1,5,F,midBass,
2241,255,45,45,47.63,1,6,F#,midBass,
2242,255,85,85,52.46,1,7,G,midBass,
2243,255,125,125,55.46,1,7,G,midBass,
2244,255,165,165,56.64,1,8,G#,midBass,
2245,255,205,205,60.01,1,10,A#,midBass,
2246,20,11,0,63.68,1,11,B,midBass,
2247,60,32,0,67.36,2,0,C,highBass,
2248,100,53,0,71.33,2,1,C#,highBass,
2249,140,75,0,75.64,2,2,D,highBass,
2250,180,96,0,80.1,2,3,D#,highBass,
2251,220,117,0,84.82,2,4,E,highBass,
2252,255,138,5,89.91,2,5,F,highBass,
2253,255,157,45,95.25,2,6,F#,highBass,
2254,255,176,85,100.96,2,7,G,highBass,
2255,255,194,125,106.86,2,8,G#,highBass,
2256,255,213,165,113.27,2,8,G#,highBass,
2257,255,232,205,120.06,2,10,A#,highBass,
2258,20,19,0,127.38,2,11,B,highBass,
2259,60,56,0,134.7,3,0,C,lowMidrange,
2260,100,93,0,142.66,3,1,C#,lowMidrange,
2261,140,131,0,151.2,3,2,D,lowMidrange,
2262,180,168,0,160.12,3,3,D#,lowMidrange,
2263,220,205,0,169.65,3,4,E,lowMidrange,
2264,255,238,5,180.92,3,5,F,lowMidrange,
2265,255,241,45,190.5,3,6,F#,lowMidrange,
2266,255,244,85,201.96,3,7,G,lowMidrange,
2267,255,246,125,213.68,3,8,G#,lowMidrange,
2268,255,249,165,226.54,3,8,G#,lowMidrange,
2269,255,252,205,240.17,3,10,A#,lowMidrange,
2270,9,20,0,254.79,3,11,B,lowMidrange,
2271,26,60,0,269.41,4,0,C,midMidrange,
2272,43,100,0,285.28,4,1,C#,midMidrange,
2273,61,140,0,302.55,4,2,D,midMidrange,
2274,78,180,0,320.38,4,3,D#,midMidrange,
2275,95,220,0,339.26,4,4,E,midMidrange,
2276,113,255,5,359.1,4,5,F,midMidrange,
2277,136,255,45,381.0,4,6,F#,midMidrange,
2278,159,255,85,403.83,4,7,G,midMidrange,
2279,181,255,125,427.45,4,8,G#,midMidrange,
2280,204,255,165,453.08,4,8,G#,midMidrange,
2281,227,255,205,480.24,4,10,A#,midMidrange,
2282,0,15,20,509.53,5,11,B,highMidrange,
2283,0,45,60,538.81,5,0,C,highMidrange,
2284,0,75,100,570.85,5,1,C#,highMidrange,
2285,0,105,140,604.79,5,2,D,highMidrange,
2286,0,135,180,640.75,5,3,D#,highMidrange,
2287,0,165,220,678.86,5,4,E,highMidrange,
2288,5,192,255,721.78,5,5,F,highMidrange,
2289,45,202,255,761.99,5,6,F#,highMidrange,
2290,85,213,255,808.23,5,7,G,highMidrange,
2291,125,222,255,855.31,5,8,G#,highMidrange,
2292,165,233,255,906.68,5,8,G#,highMidrange,
2293,205,242,255,959.48,5,10,A#,highMidrange,
2294,0,8,20,1018.55,6,11,B,lowTreble,
2295,0,23,60,1077.62,6,0,C,lowTreble,
2296,0,38,100,1141.1,6,1,C#,lowTreble,
2297,0,54,140,1210.22,6,2,D,lowTreble,
2298,0,69,180,1281.51,6,3,D#,lowTreble,
2299,0,84,220,1357.0,6,4,E,lowTreble,
2300,5,101,255,1436.4,6,5,F,lowTreble,
2301,45,125,255,1523.3,6,6,F#,lowTreble,
2302,85,150,255,1613.88,6,7,G,lowTreble,
2303,125,175,255,1710.61,6,8,G#,lowTreble,
2304,165,200,255,1813.14,6,8,G#,lowTreble,
2305,205,224,255,1920.1,6,10,A#,lowTreble,
2306,10,0,17,2038.23,7,11,B,midTreble,
2307,30,0,52,2156.36,7,0,C,midTreble,
2308,50,0,86,2283.39,7,1,C#,midTreble,
2309,70,0,120,2419.16,7,2,D,midTreble,
2310,90,0,155,2565.74,7,3,D#,midTreble,
2311,110,0,189,2716.84,7,4,E,midTreble,
2312,130,0,223,2876.9,7,5,F,midTreble,
2313,150,3,255,3056.59,7,6,F#,midTreble,
2314,164,37,255,3231.1,7,7,G,midTreble,
2315,178,71,255,3419.2,7,8,G#,midTreble,
2316,193,106,255,3629.02,7,8,G#,midTreble,
2317,207,140,255,3842.42,7,10,A#,midTreble,
2318,10,0,14,4078.93,7,11,B,midTreble,
2319,31,0,43,4315.44,8,0,C,highTreble,
2320,51,0,71,4566.78,8,1,C#,highTreble,
2321,71,0,99,4835.46,8,2,D,highTreble,
2322,92,0,128,5129.02,8,3,D#,highTreble,
2323,112,0,156,5430.83,8,4,E,highTreble,
2324,132,0,185,5753.78,8,5,F,highTreble,
2325,152,0,213,6088.59,8,6,F#,highTreble,
2326,173,0,242,6462.21,8,7,G,highTreble,
2327,187,15,255,6842.44,8,8,G#,highTreble,
2328,195,43,255,7243.65,8,9,A,highTreble,
